Division Number: 93
Division Date: 18 November 2022 - 09:34

Motion to sit in private

Aye Count: 0
No Count: 45
Result: Question accordingly disagreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Conor McGinn","Labour","St Helens North","No Vote Recorded",""
"Alison McGovern","Labour","Wirral South","No Vote Recorded",""
"Catherine McKinnell","Labour","Newcastle upon Tyne North","No Vote Recorded",""
"Anne McLaughlin","Scottish National Party","Glasgow North East","No Vote Recorded",""
"Jim McMahon","Labour","Oldham West and Royton","No Vote Recorded",""
"Anna McMorrin","Labour","Cardiff North","No Vote Recorded",""
"John McNally","Scottish National Party","Falkirk","No Vote Recorded",""
"Stephen McPartland","Conservative","Stevenage","No Vote Recorded",""
"Esther McVey","Conservative","Tatton","No Vote Recorded",""
"Ian Mearns","Labour","Gateshead","No Vote Recorded",""
"Mark Menzies","Conservative","Fylde","No Vote Recorded",""
"Johnny Mercer","Conservative","Plymouth, Moor View","No Vote Recorded",""
"Huw Merriman","Conservative","Bexhill and Battle","No Vote Recorded",""
"Stephen Metcalfe","Conservative","South Basildon and East Thurrock","No Vote Recorded",""
"Edward Miliband","Labour","Doncaster North","No Vote Recorded",""
"Robin Millar","Conservative","Aberconwy","No Vote Recorded",""
"Maria Miller","Conservative","Basingstoke","No Vote Recorded",""
"Amanda Milling","Conservative","Cannock Chase","No Vote Recorded",""
"Nigel Mills","Conservative","Amber Valley","No Vote Recorded",""
"Navendu Mishra","Labour","Stockport","No Vote Recorded",""
"Andrew Mitchell","Conservative","Sutton Coldfield","No Vote Recorded",""
"Gagan Mohindra","Conservative","South West Hertfordshire","No",""
"Francie Molloy","Sinn Féin","Mid Ulster","No Vote Recorded",""
"Carol Monaghan","Scottish National Party","Glasgow North West","No Vote Recorded",""
"Damien Moore","Conservative","Southport","No Vote Recorded",""
"Robbie Moore","Conservative","Keighley","No",""
"Layla Moran","Liberal Democrat","Oxford West and Abingdon","No Vote Recorded",""
"Penny Mordaunt","Conservative","Portsmouth North","No Vote Recorded",""
"Jessica Morden","Labour","Newport East","No Vote Recorded",""
"Helen Morgan","Liberal Democrat","North Shropshire","No Vote Recorded",""
"Stephen Morgan","Labour","Portsmouth South","No",""
"Anne Marie Morris","Conservative","Newton Abbot","No Vote Recorded",""
"David Morris","Conservative","Morecambe and Lunesdale","No Vote Recorded",""
"Grahame Morris","Labour","Easington","No Vote Recorded",""
"James Morris","Conservative","Halesowen and Rowley Regis","No Vote Recorded",""
"Joy Morrissey","Conservative","Beaconsfield","No Vote Recorded",""
"Jill Mortimer","Conservative","Hartlepool","No Vote Recorded",""
"Wendy Morton","Conservative","Aldridge-Brownhills","No Vote Recorded",""
"Kieran Mullan","Conservative","Crewe and Nantwich","No Vote Recorded",""
"Holly Mumby-Croft","Conservative","Scunthorpe","No Vote Recorded",""
"David Mundell","Conservative","Dumfriesshire, Clydesdale and Tweeddale","No Vote Recorded",""
"Ian Murray","Labour","Edinburgh South","No Vote Recorded",""
"James Murray","Labour","Ealing North","No Vote Recorded",""
"Sheryll Murray","Conservative","South East Cornwall","No Vote Recorded",""
"Andrew Murrison","Conservative","South West Wiltshire","No Vote Recorded",""
"Lisa Nandy","Labour","Wigan","No Vote Recorded",""
"Robert Neill","Conservative","Bromley and Chislehurst","No Vote Recorded",""
"Gavin Newlands","Scottish National Party","Paisley and Renfrewshire North","No Vote Recorded",""
"Charlotte Nichols","Labour","Warrington North","No Vote Recorded",""
"Lia Nici","Conservative","Great Grimsby","No Vote Recorded",""
"John Nicolson","Scottish National Party","Ochil and South Perthshire","No Vote Recorded",""
"Caroline Nokes","Conservative","Romsey and Southampton North","No Vote Recorded",""
"Jesse Norman","Conservative","Hereford and South Herefordshire","No Vote Recorded",""
"Alex Norris","Labour","Nottingham North","No Vote Recorded",""
"Neil O'Brien","Conservative","Harborough","No Vote Recorded",""
"Brendan O'Hara","Scottish National Party","Argyll and Bute","No Vote Recorded",""
"Matthew Offord","Conservative","Hendon","No Vote Recorded",""
"Sarah Olney","Liberal Democrat","Richmond Park","No Vote Recorded",""
"Chi Onwurah","Labour","Newcastle upon Tyne Central","No Vote Recorded",""
"Guy Opperman","Conservative","Hexham","No",""
"Abena Oppong-Asare","Labour","Erith and Thamesmead","No Vote Recorded",""
"Kate Osamor","Labour","Edmonton","No Vote Recorded",""
"Kate Osborne","Labour","Jarrow","No Vote Recorded",""
"Kirsten Oswald","Scottish National Party","East Renfrewshire","No Vote Recorded",""
"Taiwo Owatemi","Labour","Coventry North West","No Vote Recorded",""
"Sarah Owen","Labour","Luton North","No Vote Recorded",""
"Ian Paisley","Democratic Unionist Party","North Antrim","No Vote Recorded",""
"Priti Patel","Conservative","Witham","No Vote Recorded",""
"Mark Pawsey","Conservative","Rugby","No Vote Recorded",""
"Stephanie Peacock","Labour","Barnsley East","No Vote Recorded",""
"Mike Penning","Conservative","Hemel Hempstead","No Vote Recorded",""
"Matthew Pennycook","Labour","Greenwich and Woolwich","No",""
"John Penrose","Conservative","Weston-super-Mare","No Vote Recorded",""
"Andrew Percy","Conservative","Brigg and Goole","No Vote Recorded",""
"Toby Perkins","Labour","Chesterfield","No Vote Recorded",""
"Jess Phillips","Labour","Birmingham, Yardley","No Vote Recorded",""
"Bridget Phillipson","Labour","Houghton and Sunderland South","No Vote Recorded",""
"Chris Philp","Conservative","Croydon South","No Vote Recorded",""
"Christopher Pincher","Independent","Tamworth","No Vote Recorded",""
"Luke Pollard","Labour","Plymouth, Sutton and Devonport","No Vote Recorded",""
"Dan Poulter","Conservative","Central Suffolk and North Ipswich","No Vote Recorded",""
"Rebecca Pow","Conservative","Taunton Deane","No Vote Recorded",""
"Lucy Powell","Labour","Manchester Central","No Vote Recorded",""
"Victoria Prentis","Conservative","Banbury","No Vote Recorded",""
"Mark Pritchard","Conservative","The Wrekin","No Vote Recorded",""
"Tom Pursglove","Conservative","Corby","No Vote Recorded",""
"Anum Qaisar","Scottish National Party","Airdrie and Shotts","No Vote Recorded",""
"Jeremy Quin","Conservative","Horsham","No Vote Recorded",""
"Will Quince","Conservative","Colchester","No Vote Recorded",""
"Yasmin Qureshi","Labour","Bolton South East","No Vote Recorded",""
"Dominic Raab","Conservative","Esher and Walton","No Vote Recorded",""
"Tom Randall","Conservative","Gedling","No Vote Recorded",""
"Angela Rayner","Labour","Ashton-under-Lyne","No Vote Recorded",""
"John Redwood","Conservative","Wokingham","No Vote Recorded",""
"Steve Reed","Labour","Croydon North","No Vote Recorded",""
"Jacob Rees-Mogg","Conservative","North East Somerset","No",""
"Christina Rees","Independent","Neath","No Vote Recorded",""
"Ellie Reeves","Labour","Lewisham West and Penge","No Vote Recorded",""
"Rachel Reeves","Labour","Leeds West","No Vote Recorded",""
"Jonathan Reynolds","Labour","Stalybridge and Hyde","No Vote Recorded",""
"Bell Ribeiro-Addy","Labour","Streatham","No Vote Recorded",""
"Nicola Richards","Conservative","West Bromwich East","No Vote Recorded",""
"Angela Richardson","Conservative","Guildford","No Vote Recorded",""
"Marie Rimmer","Labour","St Helens South and Whiston","No Vote Recorded",""
"Rob Roberts","Independent","Delyn","No Vote Recorded",""
"Laurence Robertson","Conservative","Tewkesbury","No Vote Recorded",""
"Gavin Robinson","Democratic Unionist Party","Belfast East","No Vote Recorded",""
"Mary Robinson","Conservative","Cheadle","No Vote Recorded",""
"Matt Rodda","Labour","Reading East","No Vote Recorded",""
"Andrew Rosindell","Conservative","Romford","No Vote Recorded",""
"Douglas Ross","Conservative","Moray","No Vote Recorded",""
"Lee Rowley","Conservative","North East Derbyshire","No Vote Recorded",""
"Lloyd Russell-Moyle","Labour","Brighton, Kemptown","No Vote Recorded",""
"Dean Russell","Conservative","Watford","No Vote Recorded",""
"David Rutley","Conservative","Macclesfield","No Vote Recorded",""
"Gary Sambrook","Conservative","Birmingham, Northfield","No Vote Recorded",""
"Liz Saville Roberts","Plaid Cymru","Dwyfor Meirionnydd","No Vote Recorded",""
"Selaine Saxby","Conservative","North Devon","No Vote Recorded",""
"Paul Scully","Conservative","Sutton and Cheam","No Vote Recorded",""
"Bob Seely","Conservative","Isle of Wight","No Vote Recorded",""
"Andrew Selous","Conservative","South West Bedfordshire","No Vote Recorded",""
"Naz Shah","Labour","Bradford West","No Vote Recorded",""
"Jim Shannon","Democratic Unionist Party","Strangford","No Vote Recorded",""
"Grant Shapps","Conservative","Welwyn Hatfield","No Vote Recorded",""
"Alok Sharma","Conservative","Reading West","No Vote Recorded",""
"Virendra Sharma","Labour","Ealing, Southall","No Vote Recorded",""
"Barry Sheerman","Labour","Huddersfield","No Vote Recorded",""
"Alec Shelbrooke","Conservative","Elmet and Rothwell","No",""
"Tommy Sheppard","Scottish National Party","Edinburgh East","No Vote Recorded",""
"Tulip Siddiq","Labour","Hampstead and Kilburn","No Vote Recorded",""
"David Simmonds","Conservative","Ruislip, Northwood and Pinner","No Vote Recorded",""
"Chris Skidmore","Conservative","Kingswood","No Vote Recorded",""
"Andy Slaughter","Labour","Hammersmith","No Vote Recorded",""
"Alyn Smith","Scottish National Party","Stirling","No Vote Recorded",""
"Cat Smith","Labour","Lancaster and Fleetwood","No Vote Recorded",""
"Chloe Smith","Conservative","Norwich North","No Vote Recorded",""
"Greg Smith","Conservative","Buckingham","No Vote Recorded",""
"Henry Smith","Conservative","Crawley","No Vote Recorded",""
"Jeff Smith","Labour","Manchester, Withington","No Vote Recorded",""
"Julian Smith","Conservative","Skipton and Ripon","No Vote Recorded",""
"Nick Smith","Labour","Blaenau Gwent","No Vote Recorded",""
"Royston Smith","Conservative","Southampton, Itchen","No Vote Recorded",""
"Karin Smyth","Labour","Bristol South","No Vote Recorded",""
"Alex Sobel","Labour","Leeds North West","No Vote Recorded",""
"Amanda Solloway","Conservative","Derby North","No Vote Recorded",""
"John Spellar","Labour","Warley","No Vote Recorded",""
"Ben Spencer","Conservative","Runnymede and Weybridge","Teller - Ayes",""
"Mark Spencer","Conservative","Sherwood","No",""
"Alexander Stafford","Conservative","Rother Valley","No Vote Recorded",""
"Keir Starmer","Labour","Holborn and St Pancras","No Vote Recorded",""
"Chris Stephens","Scottish National Party","Glasgow South West","No Vote Recorded",""
"Andrew Stephenson","Conservative","Pendle","Teller - Noes",""
"Jo Stevens","Labour","Cardiff Central","No Vote Recorded",""
"Jane Stevenson","Conservative","Wolverhampton North East","No Vote Recorded",""
"John Stevenson","Conservative","Carlisle","No Vote Recorded",""
"Bob Stewart","Conservative","Beckenham","No Vote Recorded",""
"Iain Stewart","Conservative","Milton Keynes South","No Vote Recorded",""
"Jamie Stone","Liberal Democrat","Caithness, Sutherland and Easter Ross","No Vote Recorded",""
"Gary Streeter","Conservative","South West Devon","No Vote Recorded",""
"Wes Streeting","Labour","Ilford North","No Vote Recorded",""
"Mel Stride","Conservative","Central Devon","No Vote Recorded",""
"Graham Stringer","Labour","Blackley and Broughton","No Vote Recorded",""
"Graham Stuart","Conservative","Beverley and Holderness","No Vote Recorded",""
"Julian Sturdy","Conservative","York Outer","No Vote Recorded",""
"Zarah Sultana","Labour","Coventry South","No Vote Recorded",""
"Rishi Sunak","Conservative","Richmond (Yorks)","No Vote Recorded",""
"James Sunderland","Conservative","Bracknell","No Vote Recorded",""
"Desmond Swayne","Conservative","New Forest West","No Vote Recorded",""
"Robert Syms","Conservative","Poole","No Vote Recorded",""
"Mark Tami","Labour","Alyn and Deeside","No",""
"Sam Tarry","Labour","Ilford South","No Vote Recorded",""
"Alison Thewliss","Scottish National Party","Glasgow Central","No Vote Recorded",""
"Nick Thomas-Symonds","Labour","Torfaen","No Vote Recorded",""
"Derek Thomas","Conservative","St Ives","No Vote Recorded",""
"Gareth Thomas","Labour","Harrow West","No Vote Recorded",""
"Owen Thompson","Scottish National Party","Midlothian","No Vote Recorded",""
"Richard Thomson","Scottish National Party","Gordon","No Vote Recorded",""
"Emily Thornberry","Labour","Islington South and Finsbury","No Vote Recorded",""
"Maggie Throup","Conservative","Erewash","No Vote Recorded",""
"Stephen Timms","Labour","East Ham","No Vote Recorded",""
"Edward Timpson","Conservative","Eddisbury","No Vote Recorded",""
"Kelly Tolhurst","Conservative","Rochester and Strood","No Vote Recorded",""
"Justin Tomlinson","Conservative","North Swindon","No Vote Recorded",""
"Michael Tomlinson","Conservative","Mid Dorset and North Poole","No Vote Recorded",""
"Craig Tracey","Conservative","North Warwickshire","No Vote Recorded",""
"Anne-Marie Trevelyan","Conservative","Berwick-upon-Tweed","No Vote Recorded",""
"Jon Trickett","Labour","Hemsworth","No Vote Recorded",""
"Laura Trott","Conservative","Sevenoaks","No Vote Recorded",""
"Elizabeth Truss","Conservative","South West Norfolk","No Vote Recorded",""
"Tom Tugendhat","Conservative","Tonbridge and Malling","No Vote Recorded",""
"Karl Turner","Labour","Kingston upon Hull East","No Vote Recorded",""
"Derek Twigg","Labour","Halton","No Vote Recorded",""
"Liz Twist","Labour","Blaydon","No Vote Recorded",""
"Shailesh Vara","Conservative","North West Cambridgeshire","No Vote Recorded",""
"Valerie Vaz","Labour","Walsall South","No Vote Recorded",""
"Martin Vickers","Conservative","Cleethorpes","No Vote Recorded",""
"Matt Vickers","Conservative","Stockton South","No Vote Recorded",""
"Theresa Villiers","Conservative","Chipping Barnet","No Vote Recorded",""
"Christian Wakeford","Labour","Bury South","No Vote Recorded",""
"Robin Walker","Conservative","Worcester","No Vote Recorded",""
"Charles Walker","Conservative","Broxbourne","No Vote Recorded",""
"Ben Wallace","Conservative","Wyre and Preston North","No Vote Recorded",""
"Jamie Wallis","Conservative","Bridgend","No Vote Recorded",""
"David Warburton","Independent","Somerton and Frome","No Vote Recorded",""
"Matt Warman","Conservative","Boston and Skegness","No Vote Recorded",""
"Giles Watling","Conservative","Clacton","No Vote Recorded",""
"Suzanne Webb","Conservative","Stourbridge","No Vote Recorded",""
"Claudia Webbe","Independent","Leicester East","No Vote Recorded",""
"Catherine West","Labour","Hornsey and Wood Green","No",""
"Matt Western","Labour","Warwick and Leamington","No Vote Recorded",""
"Helen Whately","Conservative","Faversham and Mid Kent","No Vote Recorded",""
"Heather Wheeler","Conservative","South Derbyshire","No Vote Recorded",""
"Alan Whitehead","Labour","Southampton, Test","No Vote Recorded",""
"Philippa Whitford","Scottish National Party","Central Ayrshire","No Vote Recorded",""
"Mick Whitley","Labour","Birkenhead","No Vote Recorded",""
"Craig Whittaker","Conservative","Calder Valley","No Vote Recorded",""
"John Whittingdale","Conservative","Maldon","No Vote Recorded",""
"Nadia Whittome","Labour","Nottingham East","No Vote Recorded",""
"Bill Wiggin","Conservative","North Herefordshire","No Vote Recorded",""
"James Wild","Conservative","North West Norfolk","No Vote Recorded",""
"Craig Williams","Conservative","Montgomeryshire","No Vote Recorded",""
"Hywel Williams","Plaid Cymru","Arfon","No Vote Recorded",""
"Gavin Williamson","Conservative","South Staffordshire","No Vote Recorded",""
"Munira Wilson","Liberal Democrat","Twickenham","No Vote Recorded",""
"Sammy Wilson","Democratic Unionist Party","East Antrim","No Vote Recorded",""
"Beth Winter","Labour","Cynon Valley","No Vote Recorded",""
"Rosie Winterton","Deputy Speaker","Doncaster Central","No Vote Recorded",""
"Pete Wishart","Scottish National Party","Perth and North Perthshire","No Vote Recorded",""
"Mike Wood","Conservative","Dudley South","Teller - Noes",""
"William Wragg","Conservative","Hazel Grove","No Vote Recorded",""
"Jeremy Wright","Conservative","Kenilworth and Southam","No Vote Recorded",""
"Mohammad Yasin","Labour","Bedford","No Vote Recorded",""
"Jacob Young","Conservative","Redcar","No Vote Recorded",""
"Nadhim Zahawi","Conservative","Stratford-on-Avon","No Vote Recorded",""
"Daniel Zeichner","Labour","Cambridge","No Vote Recorded",""
